City,Date,PM2.5,PM10,NO,NO2,CO,SO2,O3,AQI,AQI_Bucket
Delhi,2020-02-01,112.13,201.19,49.25,44.25,1.26,10.02,29.22,244.0,Poor
Delhi,2020-02-02,120.86,200.9,33.12,45.28,1.2,10.32,29.69,254.0,Poor
Delhi,2020-02-03,138.5,243.43,50.47,53.71,1.51,11.4,33.94,297.0,Poor
Delhi,2020-02-06,118.57,205.43,33.37,51.82,1.18,12.08,33.75,277.0,Poor
Delhi,2020-02-13,95.72,179.78,15.54,41.59,0.95,16.49,36.8,279.0,Poor
Delhi,2020-02-16,132.63,237.81,42.02,57.15,1.38,19.61,40.01,254.0,Poor
Delhi,2020-02-18,125.53,238.91,39.22,59.91,1.39,23.01,42.7,292.0,Poor
Delhi,2020-02-19,138.46,286.39,87.96,59.9,2.0,20.13,44.29,300.0,Poor
Delhi,2020-02-20,98.84,223.69,10.13,44.05,0.99,14.91,55.32,253.0,Poor
Delhi,2020-02-23,105.71,182.2,41.97,42.24,1.26,14.3,35.15,221.0,Poor
Delhi,2020-02-25,127.75,224.02,27.87,46.76,1.22,18.24,35.32,244.0,Poor
Delhi,2020-02-27,107.28,203.77,22.85,46.15,1.23,14.7,36.36,270.0,Poor
Delhi,2020-02-28,83.48,161.36,8.21,33.92,0.97,11.55,41.53,214.0,Poor
Delhi,2020-03-03,86.26,188.73,50.52,46.6,1.22,15.48,32.39,226.0,Poor
Delhi,2020-03-20,90.31,200.79,30.21,51.26,1.24,19.71,48.23,209.0,Poor
Delhi,2020-03-21,82.39,184.81,31.58,46.04,1.18,18.55,43.19,205.0,Poor
Delhi,2020-05-17,98.63,187.24,9.24,31.96,1.06,20.19,59.79,202.0,Poor
Delhi,2020-05-18,101.02,192.68,11.31,34.76,1.12,22.11,53.55,222.0,Poor
Delhi,2020-05-19,106.63,208.65,16.68,42.67,1.31,20.41,57.05,238.0,Poor
Delhi,2020-05-23,74.92,209.49,16.74,42.43,1.16,17.05,41.87,202.0,Poor
Delhi,2020-06-29,44.86,184.12,10.5,21.57,0.88,11.58,26.61,233.0,Poor
Delhi,2015-09-23,34.89,101.42,16.55,31.17,0.98,12.34,37.26,95.0,Satisfactory
Delhi,2016-08-22,28.6,78.83,8.46,31.31,2.59,7.97,43.07,93.0,Satisfactory
Delhi,2016-08-25,45.88,118.92,28.83,35.41,0.99,8.23,32.24,93.0,Satisfactory
Delhi,2016-08-27,56.56,89.53999999999999,7.36,20.84,0.36,7.91,26.55,93.0,Satisfactory
Delhi,2016-08-31,37.1,60.16,21.97,41.82,2.07,8.72,41.57,100.0,Satisfactory
Delhi,2017-05-29,48.95,150.23,18.15,55.2,0.54,26.99,49.0,94.0,Satisfactory
Delhi,2017-06-08,41.83,222.89499999999998,20.44,79.9,0.0,26.619799999999998,48.42648648648649,77.0,Satisfactory
Delhi,2017-06-09,66.73,295.56,14.64,76.52,0.0,26.249599999999997,47.85297297297297,89.0,Satisfactory
Delhi,2017-06-11,43.02,230.905,19.89,77.07,0.0,25.879399999999997,47.27945945945946,80.0,Satisfactory
Delhi,2017-06-12,57.4,166.25,35.93,106.23,0.0,25.5092,46.70594594594595,92.0,Satisfactory
Delhi,2017-06-17,41.96,87.16,38.8,70.93,0.0,25.139,46.13243243243243,88.0,Satisfactory
Delhi,2017-06-18,65.19,218.93,48.7,56.65,0.0,24.7688,45.55891891891892,94.0,Satisfactory
Delhi,2017-06-20,35.1,88.82,57.03,99.75,0.0,24.3986,44.98540540540541,97.0,Satisfactory
Delhi,2017-06-27,36.62,286.38,16.9,54.02,0.0,24.028399999999998,44.41189189189189,73.0,Satisfactory
Delhi,2017-06-28,29.83,128.18,30.92,58.02,0.0,23.658199999999997,43.83837837837838,58.0,Satisfactory
Delhi,2017-06-29,22.98,103.8,21.6,35.01,0.0,23.287999999999997,43.26486486486486,58.0,Satisfactory
Delhi,2017-07-01,43.35,224.62,62.09,17.4,0.0,22.9178,42.69135135135135,84.0,Satisfactory
Delhi,2017-07-02,20.52,223.56,28.19,11.37,0.0,22.5476,42.11783783783784,54.0,Satisfactory
Delhi,2017-07-06,47.17,217.02360000000002,18.19,18.32,0.0,22.1774,41.54432432432432,85.0,Satisfactory
Delhi,2017-07-07,41.42,210.4872,30.0,18.21,0.0,21.807199999999998,40.97081081081081,77.0,Satisfactory
Delhi,2017-07-08,45.31,203.95080000000002,32.87,23.52,0.0,21.436999999999998,40.3972972972973,65.0,Satisfactory
Delhi,2017-07-10,41.92,197.4144,25.63,18.81,0.0,21.0668,39.82378378378378,78.0,Satisfactory
Delhi,2017-07-11,33.04,190.87800000000001,26.7,21.44,0.0,20.6966,39.25027027027027,59.0,Satisfactory
Delhi,2017-07-15,32.02,184.3416,16.13,77.47,0.0,20.3264,38.67675675675676,56.0,Satisfactory
Delhi,2017-07-16,38.77,177.8052,15.56,76.98,0.0,19.9562,38.10324324324324,65.0,Satisfactory
Delhi,2017-07-17,33.56,171.2688,31.69,86.61,0.0,19.586,37.52972972972973,71.0,Satisfactory
Delhi,2017-07-18,37.67,164.7324,25.69,126.91,0.0,19.215799999999998,36.95621621621622,97.0,Satisfactory
Delhi,2017-07-21,23.12,158.19600000000003,20.56,23.67,0.0,18.845599999999997,36.3827027027027,53.0,Satisfactory
Delhi,2017-08-05,53.69,151.6596,34.95,42.98,0.0,18.4754,35.80918918918919,88.0,Satisfactory
Delhi,2017-08-06,61.44,145.1232,52.38,41.75,0.0,18.1052,35.23567567567568,99.0,Satisfactory
Delhi,2017-08-08,36.58,138.5868,36.57,29.91,0.0,17.735,34.66216216216216,68.0,Satisfactory
Delhi,2017-08-09,50.42,132.05040000000002,54.85,48.7,0.0,17.3648,34.08864864864865,73.0,Satisfactory
Delhi,2017-08-10,48.6,125.51400000000001,38.47,64.0,0.0,16.9946,33.51513513513514,95.0,Satisfactory
Delhi,2017-08-11,21.83,118.97760000000001,24.86,35.39,0.0,16.6244,32.94162162162162,58.0,Satisfactory
Delhi,2017-08-15,30.12,112.44120000000001,13.21,49.91,0.0,16.254199999999997,32.36810810810811,59.0,Satisfactory
Delhi,2017-08-16,35.23,105.90480000000001,15.5,64.66,0.0,15.883999999999999,31.794594594594596,53.0,Satisfactory
Delhi,2017-08-17,39.6,99.36840000000001,20.73,68.78,0.0,15.5138,31.221081081081085,66.0,Satisfactory
Delhi,2017-08-18,46.25,92.83200000000002,22.87,60.15,0.0,15.1436,30.64756756756757,70.0,Satisfactory
Delhi,2017-08-19,35.48,86.29560000000001,42.02,39.67,0.0,14.773399999999999,30.074054054054056,70.0,Satisfactory
Delhi,2017-08-20,22.15,79.75920000000002,30.13,30.28,0.0,14.4032,29.500540540540545,63.0,Satisfactory
Delhi,2017-08-24,47.79,73.2228,34.6,45.26,0.0,14.033,28.92702702702703,58.0,Satisfactory
Delhi,2017-08-30,20.5,66.68640000000002,24.34,101.89,0.0,13.662799999999999,28.353513513513516,73.0,Satisfactory
Delhi,2017-08-31,41.62,60.15,16.56,50.7,0.76,13.2926,27.78,94.0,Satisfactory
Delhi,2017-09-01,25.58,41.64,23.55,26.64,0.54,12.9224,24.03,91.0,Satisfactory
Delhi,2017-09-02,20.06,45.86,23.23,26.09,0.48,12.5522,25.0,88.0,Satisfactory
Delhi,2017-09-03,38.19,79.78,20.33,27.32,0.4,12.181999999999999,25.07,88.0,Satisfactory
Delhi,2017-09-04,47.89,84.29,33.84,25.85,0.36,11.8118,24.93,89.0,Satisfactory
Delhi,2017-09-05,35.61,75.82,20.61,30.29,0.37,11.4416,25.08,88.0,Satisfactory
Delhi,2017-09-06,39.41,85.23,21.1,35.92,0.33,11.071399999999999,24.95,88.0,Satisfactory
Delhi,2017-09-07,40.34,67.06,21.91,23.75,0.36,10.7012,24.93,88.0,Satisfactory
Delhi,2017-09-09,54.83,111.65,20.65,17.54,0.45,10.331,25.77,96.0,Satisfactory
Delhi,2017-09-18,60.83,102.29,20.23,56.67,0.21,9.960799999999999,30.08,99.0,Satisfactory
Delhi,2017-09-22,11.81,18.59,20.34,22.4,0.32,9.590599999999998,24.88,92.0,Satisfactory
Delhi,2017-09-23,17.76,43.57,20.38,18.63,0.35,9.220400000000001,22.19,83.0,Satisfactory
Delhi,2017-09-24,35.5,81.42,18.8,17.01,0.37,8.850200000000001,22.63,84.0,Satisfactory
Delhi,2018-06-28,30.07,71.42,8.68,29.01,0.76,8.48,33.17,99.0,Satisfactory
Delhi,2018-06-29,37.11,84.12,10.99,30.43,0.87,9.36,31.43,90.0,Satisfactory
Delhi,2018-07-14,33.82,70.35,13.24,31.63,0.84,11.13,29.2,96.0,Satisfactory
Delhi,2018-07-15,37.76,78.42,8.28,28.9,0.78,10.64,28.01,92.0,Satisfactory
Delhi,2018-07-16,37.32,83.03,13.87,33.31,0.96,9.51,23.59,95.0,Satisfactory
Delhi,2018-07-20,37.26,80.33,12.22,33.46,0.89,10.4,24.18,90.0,Satisfactory
Delhi,2018-07-22,25.81,47.63,12.14,27.55,0.83,9.85,24.91,87.0,Satisfactory
Delhi,2018-07-23,32.39,69.73,14.28,28.74,0.81,10.43,26.11,80.0,Satisfactory
Delhi,2018-07-25,34.7,80.13,15.59,27.58,0.81,9.99,21.39,90.0,Satisfactory
Delhi,2018-07-26,32.22,57.98,16.81,25.1,0.89,9.27,18.6,90.0,Satisfactory
Delhi,2018-07-27,21.75,35.79,14.04,23.41,0.91,9.13,19.82,68.0,Satisfactory
Delhi,2018-07-28,37.69,67.2,13.43,21.59,0.73,9.55,24.11,71.0,Satisfactory
Delhi,2018-07-29,44.03,116.89,18.34,25.02,0.74,9.37,26.19,100.0,Satisfactory
Delhi,2018-08-12,25.7,83.58,14.86,23.5,0.66,9.09,23.92,92.0,Satisfactory
Delhi,2018-08-18,32.11,77.4,12.87,26.17,0.88,10.05,30.9,90.0,Satisfactory
Delhi,2018-08-19,47.01,96.0,18.92,31.85,1.07,11.4,32.1,100.0,Satisfactory
Delhi,2018-08-22,29.75,74.91,14.93,28.18,0.9,11.43,25.33,91.0,Satisfactory
Delhi,2018-08-23,31.19,73.3,15.41,24.72,0.82,10.82,18.25,86.0,Satisfactory
Delhi,2018-08-24,23.71,88.0,17.54,24.6,0.8,10.4,19.29,89.0,Satisfactory
Delhi,2018-08-25,21.96,82.69,14.99,22.78,0.68,10.9,20.69,100.0,Satisfactory
Delhi,2018-08-26,23.96,77.21,9.89,19.92,0.6,10.31,24.77,85.0,Satisfactory
Delhi,2018-08-27,24.78,56.62,10.67,23.6,0.78,10.82,26.5,82.0,Satisfactory
Delhi,2018-08-28,29.26,58.76,14.65,25.52,0.85,10.84,21.91,81.0,Satisfactory
Delhi,2018-08-29,36.06,65.58,15.31,26.12,0.9,10.23,21.53,88.0,Satisfactory
Delhi,2018-08-30,41.26,95.47,21.4,28.28,0.95,9.97,27.06,97.0,Satisfactory
Delhi,2018-09-03,42.06,72.38,17.6,27.63,1.06,9.96,26.15,89.0,Satisfactory
Delhi,2018-09-09,29.1,56.92,10.53,23.58,0.72,10.98,26.36,86.0,Satisfactory
Delhi,2018-09-10,36.99,83.98,15.56,29.61,0.88,11.21,29.46,92.0,Satisfactory
Delhi,2018-09-11,28.33,78.11,19.0,26.0,0.78,9.77,23.21,91.0,Satisfactory
Delhi,2018-09-12,28.55,103.27,17.17,24.4,0.71,10.31,22.44,96.0,Satisfactory
Delhi,2018-09-22,24.29,46.36,10.07,21.72,0.73,11.11,23.89,76.0,Satisfactory
Delhi,2018-09-23,30.71,54.77,7.37,19.88,0.67,11.59,28.89,69.0,Satisfactory
Delhi,2018-09-24,21.46,35.84,14.91,25.07,0.74,11.08,19.54,63.0,Satisfactory
Delhi,2018-09-25,21.45,49.41,20.54,25.67,0.81,10.88,22.48,63.0,Satisfactory
Delhi,2018-09-26,42.83,108.67,31.86,32.38,1.03,11.59,28.54,99.0,Satisfactory
Delhi,2019-07-06,34.25,87.5,12.04,29.91,1.0,10.18,33.71,99.0,Satisfactory
Delhi,2019-07-17,32.06,67.73,11.08,28.44,1.03,8.91,31.48,92.0,Satisfactory
Delhi,2019-07-18,32.92,78.08,19.36,37.14,1.24,8.86,30.75,98.0,Satisfactory
Delhi,2019-07-25,22.79,63.51,16.78,33.52,0.94,8.76,22.78,98.0,Satisfactory
Delhi,2019-07-26,30.63,61.26,13.26,31.61,0.99,8.92,27.72,94.0,Satisfactory
Delhi,2019-07-27,26.16,45.04,11.98,25.34,1.0,8.67,29.54,85.0,Satisfactory
Delhi,2019-07-28,21.13,46.35,9.12,21.89,0.89,8.43,30.62,83.0,Satisfactory
Delhi,2019-07-29,24.45,64.17,10.8,25.11,0.92,8.97,29.78,82.0,Satisfactory
Delhi,2019-07-30,30.1,82.81,10.37,26.92,0.97,9.36,27.42,90.0,Satisfactory
Delhi,2019-07-31,30.22,76.67,10.23,26.45,0.93,8.78,31.25,90.0,Satisfactory
Delhi,2019-08-01,34.26,85.89,10.07,28.4,0.94,8.79,32.51,98.0,Satisfactory
Delhi,2019-08-02,35.06,83.66,11.86,30.96,1.03,8.45,29.29,95.0,Satisfactory
Delhi,2019-08-06,30.04,57.31,19.57,34.68,1.14,8.26,22.91,99.0,Satisfactory
Delhi,2019-08-08,27.69,80.22,15.06,28.9,1.01,10.61,30.92,99.0,Satisfactory
Delhi,2019-08-09,14.59,61.47,9.54,22.08,0.86,9.3,26.17,89.0,Satisfactory
Delhi,2019-08-10,16.73,47.75,9.02,22.06,0.87,8.47,25.43,75.0,Satisfactory
Delhi,2019-08-11,25.53,67.15,11.45,25.93,0.96,8.65,26.21,83.0,Satisfactory
Delhi,2019-08-12,20.53,51.91,13.19,26.18,1.02,8.14,21.46,80.0,Satisfactory
Delhi,2019-08-13,21.68,56.18,17.85,27.12,1.1,8.37,20.73,85.0,Satisfactory
Delhi,2019-08-14,33.21,58.36,16.96,31.9,1.19,8.5,31.43,93.0,Satisfactory
Delhi,2019-08-15,28.78,56.28,18.56,25.03,1.04,8.51,23.58,93.0,Satisfactory
Delhi,2019-08-16,15.52,37.1,13.71,21.51,0.87,8.61,23.59,73.0,Satisfactory
Delhi,2019-08-17,10.24,19.51,14.08,19.1,0.81,7.67,16.51,67.0,Satisfactory
Delhi,2019-08-18,15.51,30.45,17.56,20.93,0.98,8.57,18.03,66.0,Satisfactory
Delhi,2019-08-19,38.55,86.13,26.99,28.59,1.31,8.6,28.06,99.0,Satisfactory
Delhi,2019-08-26,25.06,68.59,15.89,31.6,0.99,8.55,24.07,77.0,Satisfactory
Delhi,2019-09-06,35.81,89.47,12.15,30.05,0.99,10.9,27.22,96.0,Satisfactory
Delhi,2019-09-07,34.98,83.26,14.46,30.9,1.0,8.17,24.58,95.0,Satisfactory
Delhi,2019-09-08,32.83,77.01,10.61,26.84,0.9,8.72,32.4,99.0,Satisfactory
Delhi,2019-09-14,26.65,69.36,7.91,26.05,0.77,8.48,28.64,85.0,Satisfactory
Delhi,2019-09-15,35.52,72.61,10.34,27.77,0.91,8.55,28.58,83.0,Satisfactory
Delhi,2019-09-19,21.74,62.19,7.22,24.15,0.78,9.29,27.34,80.0,Satisfactory
Delhi,2019-09-20,40.33,106.47,13.55,31.73,0.95,10.81,29.76,96.0,Satisfactory
Delhi,2019-09-22,26.51,65.65,17.88,30.66,0.91,9.32,21.15,86.0,Satisfactory
Delhi,2019-09-23,34.46,83.33,11.33,30.02,0.93,9.9,30.49,89.0,Satisfactory
Delhi,2019-09-25,30.52,86.31,11.53,29.99,0.9,8.94,28.53,100.0,Satisfactory
Delhi,2019-09-26,22.9,69.49,12.62,27.25,0.83,10.43,24.16,87.0,Satisfactory
Delhi,2019-09-27,15.66,56.71,9.94,24.52,0.78,10.3,23.54,78.0,Satisfactory
Delhi,2019-09-28,22.52,66.98,11.93,26.18,0.77,10.01,22.22,78.0,Satisfactory
Delhi,2019-09-29,16.91,51.03,8.13,22.84,0.74,8.85,22.84,68.0,Satisfactory
Delhi,2019-09-30,29.42,81.97,12.1,27.89,0.92,8.22,26.67,75.0,Satisfactory
Delhi,2019-10-01,33.92,92.41,12.82,28.0,0.96,8.5,26.15,98.0,Satisfactory
Delhi,2019-11-29,53.79,100.29,29.65,41.9,1.03,10.14,24.66,89.0,Satisfactory
Delhi,2020-03-06,21.32,38.5,12.55,33.71,0.87,10.42,33.52,82.0,Satisfactory
Delhi,2020-03-07,40.96,85.45,17.41,35.53,0.82,11.84,35.47,77.0,Satisfactory
Delhi,2020-03-25,37.87,68.03,13.09,21.11,0.68,11.49,32.11,92.0,Satisfactory
Delhi,2020-03-26,45.69,75.81,9.02,16.58,0.58,12.82,30.59,93.0,Satisfactory
Delhi,2020-03-27,26.89,45.48,8.34,15.32,0.53,11.04,27.38,76.0,Satisfactory
Delhi,2020-03-28,21.23,34.15,9.87,17.52,0.54,10.28,25.06,51.0,Satisfactory
Delhi,2020-03-29,27.59,55.75,8.74,16.6,0.52,10.39,35.75,64.0,Satisfactory
Delhi,2020-03-30,35.08,64.66,8.29,17.52,0.58,12.47,40.26,74.0,Satisfactory
Delhi,2020-03-31,35.31,67.01,9.36,18.03,0.56,12.33,40.96,81.0,Satisfactory
Delhi,2020-04-01,32.88,65.84,10.4,19.17,0.62,13.0,35.06,80.0,Satisfactory
Delhi,2020-04-02,28.51,61.06,9.91,17.18,0.6,10.84,39.47,78.0,Satisfactory
Delhi,2020-04-03,31.36,62.69,9.29,20.07,0.61,11.99,46.82,84.0,Satisfactory
Delhi,2020-04-04,40.79,77.64,10.07,22.38,0.68,12.59,41.26,90.0,Satisfactory
Delhi,2020-04-07,33.12,94.02,8.5,19.27,0.6,13.46,42.65,100.0,Satisfactory
Delhi,2020-04-08,29.7,79.04,8.38,18.56,0.56,12.85,45.8,91.0,Satisfactory
Delhi,2020-04-09,36.13,76.32,8.49,21.37,0.66,14.2,48.34,89.0,Satisfactory
Delhi,2020-04-19,35.49,73.86,10.13,19.72,0.71,13.17,40.53,95.0,Satisfactory
Delhi,2020-04-27,27.18,53.02,8.28,14.8,0.76,15.59,53.43,98.0,Satisfactory
Delhi,2020-05-04,26.63,60.59,12.86,16.95,0.72,11.92,50.56,92.0,Satisfactory
Delhi,2020-05-30,23.09,53.19,5.04,18.51,0.84,9.95,50.29,84.0,Satisfactory
Delhi,2020-05-31,21.51,40.43,5.02,17.05,0.84,9.06,42.29,80.0,Satisfactory
Delhi,2020-06-01,41.05,80.47,5.87,22.99,0.96,14.02,50.57,100.0,Satisfactory
Delhi,2020-06-23,29.02,64.12,6.22,16.39,0.88,11.09,28.64,85.0,Satisfactory
Delhi,2020-06-24,30.91,62.61,6.63,16.84,0.89,11.02,24.77,71.0,Satisfactory
Delhi,2020-06-25,38.37,77.76,9.33,21.41,1.02,11.28,25.92,86.0,Satisfactory
Delhi,2015-01-01,313.22,607.98,69.16,36.39,15.2,9.25,41.68,472.0,Severe
Delhi,2015-01-02,186.18,269.55,62.09,32.87,9.54,6.65,29.97,454.0,Severe
Delhi,2015-04-19,125.53,308.82,32.69,64.73,8.84,18.02,65.08,406.0,Severe
Delhi,2015-05-05,145.99,366.85,75.13,107.85,6.65,26.0,50.27,408.0,Severe
Delhi,2015-05-07,117.76,343.12,19.74,63.18,9.64,24.63,75.6,403.0,Severe
Delhi,2015-05-29,106.61,275.6,37.21,64.94,8.48,12.9,76.1,414.0,Severe
Delhi,2015-06-09,136.05,393.7,45.61,76.88,1.38,8.84,58.0,442.0,Severe
Delhi,2015-10-06,151.57,355.56,71.68,65.07,2.19,11.35,42.22,411.0,Severe
Delhi,2015-10-20,198.1,336.47,91.29,74.62,2.17,16.73,101.74,428.0,Severe
Delhi,2015-11-01,277.53,379.38,60.39,60.17,2.41,28.58,84.99,415.0,Severe
Delhi,2015-11-02,232.4,361.0,67.14,68.4,2.05,31.66,136.67,420.0,Severe
Delhi,2015-11-03,244.78,385.66,51.06,82.74,2.09,29.19,99.91,407.0,Severe
Delhi,2015-11-04,293.49,401.49,105.88,87.47,2.54,31.58,114.43,454.0,Severe
Delhi,2015-11-07,353.86,496.61,42.74,86.59,2.76,19.96,107.69,483.0,Severe
Delhi,2015-11-08,217.55,356.92,32.59,75.98,2.84,31.77,103.4,451.0,Severe
Delhi,2015-11-10,249.95,452.96,88.06,84.89,2.64,33.72,115.45,439.0,Severe
Delhi,2015-11-11,219.68,408.52,24.64,55.72,1.5,25.96,89.58,431.0,Severe
Delhi,2015-11-12,258.48,398.16,30.46,54.69,1.84,28.58,75.26,421.0,Severe
Delhi,2015-11-13,291.66,469.38,27.58,61.66,1.75,21.15,101.14,454.0,Severe
Delhi,2015-11-14,221.68,377.4,19.84,60.05,1.72,21.27,90.08,450.0,Severe
Delhi,2015-11-20,271.42,470.08,139.98,101.44,3.28,26.81,124.74,455.0,Severe
Delhi,2015-11-21,293.73,467.32,102.06,97.76,2.96,23.06,114.3,450.0,Severe
Delhi,2015-11-22,247.27,450.96,101.94,92.32,2.73,20.77,116.29,478.0,Severe
Delhi,2015-11-23,266.95,419.98,123.99,105.29,3.49,24.92,132.26,431.0,Severe
Delhi,2015-11-24,241.61,424.09,115.23,88.74,2.6,19.65,113.35,440.0,Severe
Delhi,2015-11-30,282.76,419.33,116.54,78.48,2.51,24.51,131.34,425.0,Severe
Delhi,2015-12-05,282.01,433.03,154.15,121.11,3.4,31.36,129.79,428.0,Severe
Delhi,2015-12-07,249.8,421.49,73.33,103.77,3.07,22.34,103.29,440.0,Severe
Delhi,2015-12-08,283.59,478.19,147.22,140.09,3.33,23.41,139.79,437.0,Severe
Delhi,2015-12-09,250.69,411.48,82.24,93.99,2.74,21.72,131.99,431.0,Severe
Delhi,2015-12-23,321.52,589.93,110.63,102.69,2.94,22.66,111.69,459.0,Severe
Delhi,2015-12-30,233.97,391.19,68.54,87.4,1.94,22.31,94.75,412.0,Severe
Delhi,2015-12-31,240.97,389.18,85.66,72.93,2.38,24.08,87.26,433.0,Severe
Delhi,2016-01-01,295.71,476.09,86.62,94.04,2.42,23.57,108.14,463.0,Severe
Delhi,2016-01-02,239.21,395.29,69.42,81.22,2.15,23.33,90.45,465.0,Severe
Delhi,2016-01-03,270.1,484.82,54.41,76.67,2.39,19.94,97.03,426.0,Severe
Delhi,2016-01-04,339.8,586.2,124.31,133.95,2.97,27.9,91.2,496.0,Severe
Delhi,2016-01-05,318.1,535.3,106.93,118.81,2.85,30.24,131.4,528.0,Severe
Delhi,2016-01-06,305.51,524.01,99.0,103.78,3.37,25.78,135.04,538.0,Severe
Delhi,2016-01-07,391.54,587.23,167.73,96.36,3.39,26.47,186.07,535.0,Severe
Delhi,2016-01-08,339.87,540.86,109.0,67.85,2.34,14.19,150.8,603.0,Severe
Delhi,2016-01-09,158.43,324.64,47.9,60.63,2.38,17.94,100.54,408.0,Severe
Delhi,2016-01-11,227.13,411.6,130.64,76.4,2.88,23.98,140.72,404.0,Severe
Delhi,2016-01-12,195.21,381.19,98.0,78.61,2.06,24.06,131.63,444.0,Severe
Delhi,2016-01-18,269.05,451.43,75.17,78.22,2.4,15.42,107.94,424.0,Severe
Delhi,2016-01-19,278.2,430.74,25.48,61.04,3.82,12.59,104.61,435.0,Severe
Delhi,2016-01-20,272.1,415.38,25.73,56.67,1.84,14.75,100.12,455.0,Severe
Delhi,2016-01-23,294.3,480.0,58.3,78.21,2.13,16.81,147.56,469.0,Severe
Delhi,2016-01-24,303.5,446.28,18.81,64.55,2.6,14.74,132.54,488.0,Severe
Delhi,2016-01-25,217.05,362.08,27.18,66.89,1.32,16.09,103.53,401.0,Severe
Delhi,2016-01-26,308.75,462.91,33.24,80.14,1.7,17.97,139.27,446.0,Severe
Delhi,2016-01-27,255.94,424.11,68.34,87.93,2.03,17.09,142.54,456.0,Severe
Delhi,2016-01-28,283.03,463.03,96.44,90.45,2.09,23.63,151.6,451.0,Severe
Delhi,2016-01-29,311.08,498.38,140.59,117.07,2.54,29.99,175.04,501.0,Severe
Delhi,2016-01-30,285.83,450.72,114.59,111.19,2.54,27.94,157.74,505.0,Severe
Delhi,2016-01-31,242.05,291.16,22.08,46.17,1.77,12.4,75.74,437.0,Severe
Delhi,2016-02-06,224.94,348.14,139.49,85.86,2.6,26.22,149.67,408.0,Severe
Delhi,2016-05-28,109.82,314.0,8.63,34.37,0.96,15.48,120.76,409.0,Severe
Delhi,2016-10-08,132.11,317.62,81.06,76.99,1.54,14.9,98.7,408.0,Severe
Delhi,2016-10-09,144.47,317.13,85.77,92.64,1.42,17.2,128.17,416.0,Severe
Delhi,2016-10-11,134.84,327.75,62.55,83.87,1.6,16.52,104.67,408.0,Severe
Delhi,2016-10-12,114.3,309.88,70.71,83.3,1.05,20.1,93.47,405.0,Severe
Delhi,2016-10-16,132.01,316.53,79.81,89.01,1.32,24.72,99.74,430.0,Severe
Delhi,2016-10-17,149.35,346.31,105.43,94.29,2.19,27.27,112.83,425.0,Severe
Delhi,2016-10-18,161.49,352.64,80.88,95.27,1.6,22.25,101.0,438.0,Severe
Delhi,2016-10-19,140.57,339.79,105.08,91.52,1.48,24.66,73.0,428.0,Severe
Delhi,2016-10-20,135.9,361.08,169.53,90.28,1.83,24.72,107.03,425.0,Severe
Delhi,2016-10-21,161.11,477.65,166.64,88.27,2.14,26.66,32.06,496.0,Severe
Delhi,2016-10-22,140.92,442.68,140.89,84.96,1.44,20.7,53.5,472.0,Severe
Delhi,2016-10-23,182.14,372.09,54.87,90.22,1.11,19.38,122.74,470.0,Severe
Delhi,2016-10-24,164.51,367.17,68.9,88.17,1.42,21.68,109.22,454.0,Severe
Delhi,2016-10-26,209.27,413.49,144.66,111.23,1.88,25.0,85.57,413.0,Severe
Delhi,2016-10-27,296.27,535.53,127.68,120.07,1.94,23.95,82.06,558.0,Severe
Delhi,2016-10-28,318.57,503.0,137.36,119.42,1.91,27.89,107.12,570.0,Severe
Delhi,2016-10-29,350.39,516.59,208.23,162.5,2.65,54.38,139.22,554.0,Severe
Delhi,2016-10-30,355.77,528.41,162.93,112.59,2.28,40.23,257.73,522.0,Severe
Delhi,2016-10-31,434.92,521.21,181.22,113.21,2.36,71.56,153.52,520.0,Severe
Delhi,2016-11-01,394.59,537.51,144.25,120.66,2.09,33.34,193.31,550.0,Severe
Delhi,2016-11-02,537.96,693.21,121.1,149.12,2.8,26.66,160.01,593.0,Severe
Delhi,2016-11-03,482.4,483.99,127.32,148.92,2.78,29.4,108.33,625.0,Severe
Delhi,2016-11-04,342.45,475.1,158.66,131.92,2.23,25.93,177.07,480.0,Severe
Delhi,2016-11-05,588.39,763.58,135.71,113.31,2.2,22.21,39.05,603.0,Severe
Delhi,2016-11-06,685.36,708.8,155.53,128.15,3.23,22.61,39.21,676.0,Severe
Delhi,2016-11-07,488.57,527.64,159.5,123.36,2.21,23.88,33.33,716.0,Severe
Delhi,2016-11-08,338.38,471.47,75.56,92.18,1.32,21.36,35.0,542.0,Severe
Delhi,2016-11-09,307.08,415.79,111.51,103.26,1.38,21.52,33.89,455.0,Severe
Delhi,2016-11-10,291.71,464.27,124.82,133.98,1.61,29.45,42.27,471.0,Severe
Delhi,2016-11-11,295.88,491.38,139.59,147.03,1.62,35.04,50.03,514.0,Severe
Delhi,2016-11-12,277.67,437.21,145.02,127.18,1.49,34.7,43.22,491.0,Severe
Delhi,2016-11-13,228.16,388.97,158.78,113.74,1.24,51.78,66.96,469.0,Severe
Delhi,2016-11-14,194.2,266.97,177.98,119.58,0.91,22.7,63.1,404.0,Severe
Delhi,2016-11-16,291.98,391.88,131.41,109.65,1.34,23.97,35.58,428.0,Severe
Delhi,2016-11-17,351.47,412.95,69.58,96.23,0.73,21.65,37.74,504.0,Severe
Delhi,2016-11-18,237.21,409.98,92.48,102.95,0.87,23.11,37.26,512.0,Severe
Delhi,2016-11-19,285.71,412.35,112.39,114.11,1.16,30.47,48.81,494.0,Severe
